<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,,PRICE,TOTAL,TOTALIF,IF,
04.09.2020,15:25:00,110124,115241,108124,109727,69,,110804,7645476,,0,0
04.09.2020,15:26:00,114767,115169,108078,113665,56,,"112919,75",6323506,,0,0
04.09.2020,15:27:00,108081,115147,107932,109488,46,,110162,5067452,,1,0
04.09.2020,15:28:00,113660,115213,107919,115018,35,,"112952,5","3953337,5",,1,0
04.09.2020,15:29:00,113745,115124,107918,113839,51,,"112656,5","5745481,5",,1,0
04.09.2020,15:30:00,112938,115225,108049,110822,22,,"111758,5",2458687,,0,0
04.09.2020,15:31:00,115052,115158,107912,108884,17,,"111751,5","1899775,5",,0,0
04.09.2020,15:32:00,107987,115194,107942,109506,10,,"110157,25","1101572,5",,1,0
04.09.2020,15:33:00,114521,115063,107981,110085,40,,"111912,5",4476500,,0,0
04.09.2020,15:34:00,112456,115090,108214,111082,83,,"111710,5","9271971,5",,0,0
04.09.2020,15:35:00,109052,115254,108003,109585,2,,"110473,5",220947,,1,0
04.09.2020,15:36:00,110317,114952,108005,110764,4,,"111009,5",444038,,1,0
04.09.2020,15:37:00,113816,115134,108518,111851,42,,"112329,75","4717849,5",,0,0
04.09.2020,15:38:00,114762,115168,107932,110719,78,,"112145,25","8747329,5",,0,0
04.09.2020,15:39:00,109336,115284,107971,110072,86,,"110665,75","9517254,5",,1,0
04.09.2020,15:40:00,112224,114942,107969,112182,49,,"111829,25","5479633,25",,0,0
04.09.2020,15:41:00,109976,115225,108165,108165,4,,"110382,75",441531,,0,0
04.09.2020,15:42:00,108621,115146,108039,109697,33,,"110375,75","3642399,75",,1,0
04.09.2020,15:43:00,109059,115109,108011,112523,82,,"111175,5",9116391,,1,0
04.09.2020,15:44:00,115215,115215,107932,111220,61,,"112395,5","6856125,5",,0,0
04.09.2020,15:45:00,114106,115169,107942,110991,4,,112052,448208,,0,0
04.09.2020,15:46:00,112909,114842,108009,108088,25,,110962,2774050,,0,0
04.09.2020,15:47:00,109497,115221,107904,114883,91,,"111876,25","10180738,75",,1,0
04.09.2020,15:48:00,112578,114791,107926,112348,89,,"111910,75","9960056,75",,0,0
04.09.2020,15:49:00,114131,115264,108188,109201,78,,111696,8712288,,0,0
04.09.2020,15:50:00,112892,115085,107916,112111,27,,112001,3024027,,0,0
04.09.2020,15:51:00,114931,115274,108188,114445,84,,"113209,5",9509598,,0,0
04.09.2020,15:52:00,109526,115192,108020,109694,18,,110608,1990944,,1,0
04.09.2020,15:53:00,114432,115272,107943,113480,5,,"112781,75","563908,75",,0,0
04.09.2020,15:54:00,110819,115284,107936,108333,14,,110593,1548302,,0,0
04.09.2020,15:55:00,114546,115235,108655,110256,81,,112173,9086013,,0,0
04.09.2020,15:56:00,108656,115199,108017,111268,50,,110785,5539250,,1,0
04.09.2020,15:57:00,114323,114727,108209,110070,56,,"111832,25",6262606,,0,0
04.09.2020,15:58:00,110559,115194,107977,110897,80,,"111156,75",8892540,,1,0
04.09.2020,15:59:00,111157,115209,108137,111354,74,,"111464,25","8248354,5",,1,0
04.09.2020,16:00:00,112416,115160,107911,108716,95,,"111050,75","10549821,25",,0,0
04.09.2020,16:01:00,114451,115174,108231,108430,89,,"111571,5","9929863,5",,0,0
04.09.2020,16:02:00,109790,115293,107989,111064,80,,111034,8882720,,1,0
04.09.2020,16:03:00,113346,115241,107907,114654,47,,112787,5300989,,1,0
04.09.2020,16:04:00,108013,115220,107985,110031,79,,"110312,25","8714667,75",,1,0
04.09.2020,16:05:00,111310,114708,107928,114353,7,,"112074,75","784523,25",,1,0
04.09.2020,16:06:00,112279,115299,108241,110450,7,,"111567,25","780970,75",,0,0
04.09.2020,16:07:00,112804,115035,108047,109999,55,,"111471,25","6130918,75",,0,0
04.09.2020,16:08:00,108405,114996,108101,108101,16,,"109900,75",1758412,,0,0
04.09.2020,16:09:00,109798,115275,107953,113270,70,,111574,7810180,,1,0
04.09.2020,16:10:00,112034,115058,107901,114304,42,,"112324,25","4717618,5",,1,0
04.09.2020,16:11:00,115236,115290,108193,110192,53,,"112227,75","5948070,75",,0,0
04.09.2020,16:12:00,112925,115155,108104,110125,7,,"111577,25","781040,75",,0,0
04.09.2020,16:13:00,114693,114949,108090,110406,85,,"112034,5","9522932,5",,0,0
04.09.2020,16:14:00,114792,115152,108204,109181,56,,"111832,25",6262606,,0,0
04.09.2020,16:15:00,112808,115209,107996,114925,13,,"112734,5","1465548,5",,1,0
04.09.2020,16:16:00,113473,115154,108000,111891,4,,"112129,5",448518,,0,0
04.09.2020,16:17:00,112948,115264,107998,109806,57,,111504,6355728,,0,0
04.09.2020,16:18:00,110798,115288,108000,109268,39,,"110838,5","4322701,5",,0,0
04.09.2020,16:19:00,109807,114935,108412,114023,23,,"111794,25","2571267,75",,1,0
04.09.2020,16:20:00,113780,114578,107977,112972,49,,"112326,75","5504010,75",,0,0
04.09.2020,16:21:00,114289,114868,108220,110786,28,,"112040,75",3137141,,0,0
04.09.2020,16:22:00,110228,114778,108042,112561,33,,"111402,25","3676274,25",,1,0
04.09.2020,16:23:00,109537,115270,107939,113191,61,,"111484,25","6800539,25",,1,0
04.09.2020,16:24:00,108993,115212,107941,109508,23,,"110413,5","2539510,5",,1,0
04.09.2020,16:25:00,110379,115242,107907,113320,57,,111712,6367584,,1,0
04.09.2020,16:26:00,114612,115223,108128,114080,2,,"113010,75","226021,5",,0,0
04.09.2020,16:27:00,110572,115259,107995,109780,62,,"110901,5",6875893,,0,0
04.09.2020,16:28:00,113620,115246,107924,108435,63,,"111306,25","7012293,75",,0,0
04.09.2020,16:29:00,110407,115281,108096,114194,57,,"111994,5","6383686,5",,1,0
04.09.2020,16:30:00,109687,115093,108287,114979,45,,"112011,5","5040517,5",,1,0
04.09.2020,16:31:00,109796,115117,108124,111895,20,,111233,2224660,,1,0
04.09.2020,16:33:00,109299,114869,108061,112991,26,,111305,2893930,,1,0
04.09.2020,16:34:00,114515,115076,107922,110865,9,,"112094,5","1008850,5",,0,0
04.09.2020,16:35:00,112412,115238,107951,112708,45,,"112077,25","5043476,25",,1,0
04.09.2020,16:36:00,114380,114959,107903,112601,18,,"112460,75","2024293,5",,0,0
04.09.2020,16:37:00,108762,115091,108554,111570,32,,"110994,25",3551816,,1,0
04.09.2020,16:38:00,107960,114972,107960,108082,41,,"109743,5","4499483,5",,1,0
04.09.2020,16:39:00,110422,115279,107915,108940,63,,110639,6970257,,0,0
04.09.2020,16:40:00,109147,114993,107984,108688,68,,110203,7493804,,0,0
04.09.2020,16:41:00,111735,115246,108023,112879,41,,"111970,75","4590800,75",,1,0
04.09.2020,16:42:00,108097,115293,108059,108059,94,,109877,10328438,,0,0
04.09.2020,16:43:00,113356,115071,107979,111414,77,,111955,8620535,,0,0
04.09.2020,16:44:00,109235,115186,107942,112463,85,,"111206,5","9452552,5",,1,0
04.09.2020,16:45:00,111229,115225,108047,110363,26,,111216,2891616,,0,0
04.09.2020,16:46:00,113946,115197,108097,111455,83,,"112173,75","9310421,25",,0,0
04.09.2020,16:47:00,112245,115288,108335,112381,19,,"112062,25","2129182,75",,1,0
04.09.2020,16:48:00,109242,114981,108054,113918,89,,"111548,75","9927838,75",,1,0
04.09.2020,16:49:00,110583,115097,108233,114411,83,,112081,9302723,,1,0
04.09.2020,16:50:00,108245,115284,107928,113592,77,,"111262,25","8567193,25",,1,0
04.09.2020,16:51:00,110572,115093,107924,111349,97,,"111234,5","10789746,5",,1,0
04.09.2020,16:52:00,113278,114918,107906,114562,63,,112666,7097958,,1,0
04.09.2020,16:53:00,113000,115172,108000,109303,41,,"111368,75","4566118,75",,0,0
04.09.2020,16:54:00,112606,115208,108108,110896,89,,"111704,5","9941700,5",,0,0
04.09.2020,16:55:00,114786,115259,108112,115089,66,,"113311,5",7478559,,1,0
04.09.2020,16:56:00,111914,115243,107902,113404,76,,"112115,75",8520797,,1,0
04.09.2020,16:57:00,114195,115165,108067,114036,61,,"112865,75","6884810,75",,0,0
04.09.2020,16:58:00,110701,115221,107992,108172,83,,"110521,5","9173284,5",,0,0
04.09.2020,16:59:00,111997,115202,107964,114113,12,,112319,1347828,,1,0
04.09.2020,17:00:00,113562,115127,107942,111551,96,,"112045,5",10756368,,0,0
04.09.2020,17:01:00,111386,115119,107930,110747,21,,"111295,5","2337205,5",,0,0
04.09.2020,17:02:00,110917,115113,107919,107919,87,,110467,9610629,,0,0
04.09.2020,17:03:00,109390,115130,108013,115032,91,,"111891,25","10182103,75",,1,0
04.09.2020,17:04:00,112557,115117,108094,115117,38,,"112721,25","4283407,5",,1,0
04.09.2020,17:05:00,111120,115284,108142,108498,84,,110761,9303924,,0,0
04.09.2020,17:06:00,111046,115216,107971,114644,82,,"112219,25","9201978,5",,1,0
04.09.2020,17:07:00,107950,115218,107950,112788,26,,"110976,5",2885389,,1,0
04.09.2020,17:08:00,108129,115241,107965,111545,59,,110720,6532480,,1,0
04.09.2020,17:09:00,115018,115132,108260,113095,26,,"112876,25","2934782,5",,0,0
04.09.2020,17:10:00,111224,115232,107982,113599,86,,"112009,25","9632795,5",,1,0
04.09.2020,17:11:00,112486,115272,107948,111622,12,,111832,1341984,,0,0
04.09.2020,17:12:00,109130,115297,108147,110633,65,,"110801,75","7202113,75",,1,0
04.09.2020,17:13:00,109960,115232,108007,113290,57,,"111622,25","6362468,25",,1,0
04.09.2020,17:14:00,113357,115089,108040,112090,42,,112144,4710048,,0,0
04.09.2020,17:15:00,110943,115279,107915,111980,30,,"111529,25","3345877,5",,1,0
04.09.2020,17:16:00,109467,115104,108114,109014,25,,"110424,75","2760618,75",,0,0
04.09.2020,17:17:00,109734,115298,108059,114401,41,,111873,4586793,,1,0
04.09.2020,17:18:00,108647,115221,108008,112566,9,,"111110,5","999994,5",,1,0
04.09.2020,17:19:00,113228,115015,108193,108815,80,,"111312,75",8905020,,0,0
04.09.2020,17:20:00,114114,115213,108043,110518,75,,111972,8397900,,0,0
04.09.2020,17:21:00,113749,115213,107937,111156,74,,"112013,75","8289017,5",,0,0
04.09.2020,17:22:00,109891,115290,108006,111441,17,,111157,1889669,,1,0
04.09.2020,17:23:00,109401,115247,107975,109714,8,,"110584,25",884674,,1,0
04.09.2020,17:24:00,108282,115212,108149,110615,29,,"110564,5","3206370,5",,1,0
04.09.2020,17:25:00,110713,114953,108181,111133,33,,111245,3671085,,1,0
04.09.2020,17:26:00,108471,115145,107988,109777,97,,"110345,25","10703489,25",,1,0
04.09.2020,17:27:00,111430,115263,107976,113863,17,,112133,1906261,,1,0
04.09.2020,17:28:00,113941,114924,107982,111007,34,,"111963,5",3806759,,0,0
04.09.2020,17:29:00,109431,115296,107970,110919,86,,110904,9537744,,1,0
04.09.2020,17:30:00,109083,114989,107969,112762,94,,"111200,75","10452870,5",,1,0
04.09.2020,17:31:00,112028,115255,108012,111828,80,,"111780,75",8942460,,0,0
04.09.2020,17:32:00,114925,115090,108358,112167,79,,112635,8898165,,0,0
04.09.2020,17:33:00,112464,115001,107907,109437,44,,"111202,25",4892899,,0,0
04.09.2020,17:34:00,108903,115298,107973,113234,1,,111352,111352,,1,0
04.09.2020,17:35:00,113635,115040,108048,110601,3,,111831,335493,,0,0
04.09.2020,17:36:00,111063,115213,107978,112177,58,,"111607,75","6473249,5",,1,0
04.09.2020,17:37:00,114851,115220,107980,112481,77,,112633,8672741,,0,0
04.09.2020,17:38:00,114000,115041,107971,114900,76,,112978,8586328,,1,0
04.09.2020,17:39:00,109102,114773,108092,114380,24,,"111586,75",2678082,,1,0
04.09.2020,17:40:00,114695,115193,107973,110070,42,,"111982,75","4703275,5",,0,0
04.09.2020,17:41:00,108257,115231,107962,114906,54,,111589,6025806,,1,0
04.09.2020,17:42:00,109029,115250,108081,108081,9,,"110110,25","990992,25",,0,0
04.09.2020,17:43:00,109902,115147,108024,109277,4,,"110587,5",442350,,0,0
04.09.2020,17:44:00,108689,115230,107919,114883,67,,"111680,25","7482576,75",,1,0
04.09.2020,17:45:00,112456,115277,108056,111860,89,,"111912,25","9960190,25",,0,0
04.09.2020,17:46:00,112449,115284,107945,114687,44,,"112591,25",4954015,,1,0
04.09.2020,17:47:00,110687,115298,108231,111821,23,,"111509,25","2564712,75",,1,0
04.09.2020,17:48:00,109590,115274,108373,110761,21,,"110999,5","2330989,5",,1,0
04.09.2020,17:49:00,109192,115209,107940,115203,7,,111886,783202,,1,0
04.09.2020,17:50:00,112285,115295,108184,112114,88,,"111969,5",9853316,,0,0
04.09.2020,17:51:00,115058,115084,107995,111590,30,,"112431,75","3372952,5",,0,0
04.09.2020,17:52:00,111639,115265,108112,115177,39,,"112548,25","4389381,75",,1,0
04.09.2020,17:53:00,110650,115078,108039,111368,89,,"111283,75","9904253,75",,1,0
04.09.2020,17:54:00,108174,115296,108056,109796,97,,"110330,5","10702058,5",,1,0
04.09.2020,17:55:00,115078,115078,108078,112259,16,,"112623,25",1801972,,0,0
04.09.2020,17:56:00,112870,115246,108073,114364,82,,"112638,25","9236336,5",,1,0
04.09.2020,17:57:00,113656,115045,108079,112199,13,,"112244,75","1459181,75",,0,0
04.09.2020,17:58:00,111226,115193,107954,110358,69,,"111182,75","7671609,75",,0,0
04.09.2020,17:59:00,112361,115108,107993,110377,12,,"111459,75",1337517,,0,0
04.09.2020,18:00:00,109194,115281,107933,113482,92,,"111472,5",10255470,,1,0
04.09.2020,18:01:00,108665,115215,108247,114969,5,,111774,558870,,1,0
04.09.2020,18:02:00,114608,115030,107947,112160,82,,"112436,25","9219772,5",,0,0
04.09.2020,18:03:00,110187,115270,107930,109496,4,,"110720,75",442883,,0,0
04.09.2020,18:04:00,109603,115240,107991,110348,20,,"110795,5",2215910,,1,0
04.09.2020,18:05:00,108131,115267,107957,110730,12,,"110521,25",1326255,,1,0
04.09.2020,18:06:00,108714,115203,108004,112105,9,,"111006,5","999058,5",,1,0
04.09.2020,18:07:00,108815,115039,107923,109761,66,,"110384,5",7285377,,1,0
04.09.2020,18:08:00,112979,115130,107922,111061,96,,111773,10730208,,0,0
04.09.2020,18:09:00,111875,114870,108026,111129,37,,111475,4124575,,0,0
04.09.2020,18:10:00,113294,115293,108070,114021,2,,"112669,5",225339,,1,0
04.09.2020,18:11:00,109490,115184,107902,113557,67,,"111533,25","7472727,75",,1,0
04.09.2020,18:12:00,110657,115200,108094,113352,50,,"111825,75","5591287,5",,1,0
04.09.2020,18:13:00,109719,115054,108035,109882,25,,"110672,5","2766812,5",,1,0
04.09.2020,18:14:00,112916,115157,108109,113092,61,,"112318,5","6851428,5",,1,0
04.09.2020,18:15:00,111480,115287,107938,111749,49,,"111613,5","5469061,5",,1,0
04.09.2020,18:16:00,108719,115208,108054,108391,3,,110093,330279,,0,0
04.09.2020,18:17:00,114739,115279,107921,113932,39,,"112967,75","4405742,25",,0,0
04.09.2020,18:18:00,108440,115223,108097,113114,96,,"111218,5",10676976,,1,0
04.09.2020,18:19:00,111841,115237,107970,111150,9,,"111549,5","1003945,5",,0,0
04.09.2020,18:20:00,111109,115271,107981,108363,69,,110681,7636989,,0,0
04.09.2020,18:22:00,108691,115242,107922,108583,85,,"110109,5","9359307,5",,0,0
04.09.2020,18:23:00,109209,115250,107943,108819,78,,"110305,25","8603809,5",,0,0
04.09.2020,18:24:00,108794,115260,108035,113662,55,,"111437,75","6129076,25",,1,0
04.09.2020,18:25:00,109864,115291,108041,114099,26,,"111823,75","2907417,5",,1,0
04.09.2020,18:26:00,112210,115292,107933,112043,93,,"111869,5","10403863,5",,0,0
04.09.2020,18:27:00,114663,115288,107955,111797,94,,"112425,75","10568020,5",,0,0
04.09.2020,18:28:00,108440,115075,107933,108652,82,,110025,9022050,,1,0
04.09.2020,18:29:00,108452,115276,107914,114383,17,,"111506,25","1895606,25",,1,0
04.09.2020,18:30:00,109663,115284,108038,108433,45,,"110354,5","4965952,5",,0,0
04.09.2020,18:31:00,108365,115230,107922,112376,98,,"110973,25","10875378,5",,1,0
04.09.2020,18:32:00,112217,115273,108009,112618,3,,"112029,25","336087,75",,1,0
04.09.2020,18:33:00,113816,114838,108153,113662,75,,"112617,25","8446293,75",,0,0
04.09.2020,18:34:00,109831,115163,108127,114878,85,,"111999,75","9519978,75",,1,0
04.09.2020,18:35:00,108711,115136,108160,110443,67,,"110612,5","7411037,5",,1,0
04.09.2020,18:36:00,112886,115283,107938,112758,5,,"112216,25","561081,25",,0,0
04.09.2020,18:37:00,114568,114916,107920,108633,80,,"111509,25",8920740,,0,0
04.09.2020,18:38:00,111795,115256,107966,110467,15,,111371,1670565,,0,0
04.09.2020,18:39:00,113126,115277,108179,108208,49,,"111197,5","5448677,5",,0,0
04.09.2020,18:40:00,111809,115057,108132,108618,31,,110904,3438024,,0,0
04.09.2020,18:41:00,115262,115262,107920,111668,14,,112528,1575392,,0,0
04.09.2020,18:42:00,111674,115269,107902,114267,13,,112278,1459614,,1,0
04.09.2020,18:43:00,112857,115171,107953,113907,83,,112472,9335176,,1,0
04.09.2020,18:44:00,112951,114980,108178,111874,67,,"111995,75","7503715,25",,0,0
04.09.2020,18:45:00,111374,115087,107936,112122,18,,"111629,75","2009335,5",,1,0
04.09.2020,18:46:00,111100,115268,107952,112705,16,,"111756,25",1788100,,1,0
04.09.2020,18:47:00,108625,115273,107930,111017,18,,"110711,25","1992802,5",,1,0
04.09.2020,18:48:00,109675,114956,108116,114956,14,,"111925,75","1566960,5",,1,0
04.09.2020,18:49:00,112037,115060,108006,112841,29,,111986,3247594,,1,0
04.09.2020,18:50:00,115032,115265,107976,108049,89,,"111580,5","9930664,5",,0,0
04.09.2020,18:51:00,110506,115276,107930,108166,9,,"110469,5","994225,5",,0,0
04.09.2020,18:52:00,111223,115239,108041,113563,41,,"112016,5","4592676,5",,1,0
04.09.2020,18:53:00,113056,115291,108039,114916,10,,"112825,5",1128255,,1,0
04.09.2020,18:54:00,108140,115038,107904,109960,81,,"110260,5","8931100,5",,1,0
04.09.2020,18:55:00,111973,115279,108256,111982,16,,"111872,5",1789960,,1,0
04.09.2020,18:56:00,112397,115175,108007,111377,39,,111739,4357821,,0,0
04.09.2020,18:57:00,110700,115279,107964,110018,65,,"110990,25","7214366,25",,0,0
04.09.2020,18:58:00,110539,115141,107954,110685,19,,"111079,75","2110515,25",,1,0
04.09.2020,18:59:00,107983,115278,107983,108585,80,,"109957,25",8796580,,1,0
04.09.2020,19:00:00,114955,115228,107917,110813,10,,"112228,25","1122282,5",,0,0
04.09.2020,19:01:00,109611,115275,108156,109074,12,,110529,1326348,,0,0
04.09.2020,19:02:00,112230,114975,108203,111269,81,,"111669,25","9045209,25",,0,0
04.09.2020,19:03:00,110031,115177,107983,108718,75,,"110477,25","8285793,75",,0,0
04.09.2020,19:04:00,113739,115210,107954,113248,47,,"112537,75","5289274,25",,0,0
04.09.2020,19:05:00,111120,114876,107999,111679,89,,"111418,5","9916246,5",,1,0
04.09.2020,19:06:00,110382,115279,108227,112775,74,,"111665,75","8263265,5",,1,0
04.09.2020,19:07:00,114479,115298,107920,114365,60,,"113015,5",6780930,,0,0
04.09.2020,19:08:00,111652,115197,107951,108422,31,,"110805,5","3434970,5",,0,0
04.09.2020,19:09:00,115004,115255,108280,108418,78,,"111739,25","8715661,5",,0,0
04.09.2020,19:10:00,113426,114924,108006,113958,72,,"112578,5",8105652,,1,0
04.09.2020,19:11:00,113269,115206,108034,114776,21,,"112821,25","2369246,25",,1,0
04.09.2020,19:12:00,109067,115225,107931,115011,37,,"111808,5","4136914,5",,1,0
04.09.2020,19:13:00,108177,115260,107911,113143,6,,"111122,75","666736,5",,1,0
04.09.2020,19:14:00,113723,114841,108021,110516,30,,"111775,25","3353257,5",,0,0
04.09.2020,19:15:00,108596,115258,107901,109916,42,,"110417,75","4637545,5",,1,0
04.09.2020,19:16:00,113546,115125,107903,111144,32,,"111929,5",3581744,,0,0
04.09.2020,19:17:00,113263,115237,107935,109080,74,,"111378,75","8242027,5",,0,0
04.09.2020,19:18:00,113765,115252,108064,114877,87,,"112989,5","9830086,5",,1,0
04.09.2020,19:19:00,109316,115286,108014,110426,75,,"110760,5","8307037,5",,1,0
04.09.2020,19:20:00,112638,115238,107947,108211,11,,"111008,5","1221093,5",,0,0
04.09.2020,19:21:00,109689,115051,108035,108749,77,,110381,8499337,,0,0
04.09.2020,19:22:00,108622,115290,107921,114376,97,,"111552,25","10820568,25",,1,0
04.09.2020,19:23:00,110921,115283,107941,107941,34,,"110521,5",3757731,,0,0
04.09.2020,19:24:00,108971,115289,107962,112108,27,,"111082,5","2999227,5",,1,0
04.09.2020,19:25:00,114946,115173,107994,112697,42,,"112702,5",4733505,,0,0
04.09.2020,19:26:00,114689,115066,108032,108673,65,,111615,7254975,,0,0
04.09.2020,19:27:00,113892,115290,108112,111505,35,,"112199,75","3926991,25",,0,0
04.09.2020,19:28:00,113558,115192,108130,115062,69,,"112985,5","7795999,5",,1,0
04.09.2020,19:29:00,112436,115161,107987,111142,27,,"111681,5","3015400,5",,0,0
04.09.2020,19:30:00,109095,115045,108696,109135,41,,"110492,75","4530202,75",,1,0
04.09.2020,19:31:00,113549,115120,108194,108878,87,,"111435,25","9694866,75",,0,0
04.09.2020,19:32:00,112977,115284,107944,111149,56,,"111838,5",6262956,,0,0
04.09.2020,19:33:00,110865,115219,107992,107992,92,,110517,10167564,,0,0
04.09.2020,19:34:00,113226,115268,108186,111474,31,,"112038,5","3473193,5",,0,0
04.09.2020,19:35:00,107979,115167,107924,108650,48,,109930,5276640,,1,0
04.09.2020,19:36:00,108987,115000,108195,108281,51,,"110115,75","5615903,25",,0,0
04.09.2020,19:37:00,112881,115226,107924,111856,53,,"111971,75","5934502,75",,0,0
04.09.2020,19:38:00,109691,115061,108206,111806,90,,111191,10007190,,1,0
04.09.2020,19:39:00,107967,115110,107967,111021,66,,"110516,25","7294072,5",,1,0
04.09.2020,19:40:00,114136,115234,107920,111644,12,,"112233,5",1346802,,0,0
04.09.2020,19:41:00,110075,115271,108156,113272,17,,"111693,5","1898789,5",,1,0
04.09.2020,19:42:00,112376,115134,107936,109296,73,,"111185,5","8116541,5",,0,0
04.09.2020,19:43:00,112415,115280,108010,114264,96,,"112492,25",10799256,,1,0
04.09.2020,19:44:00,111939,115126,108067,114007,19,,"112284,75","2133410,25",,1,0
